,X,Y,OBJECTID,GLOBALID,FIREOCCURID,CN,REVDATE,FIRENAME,COMPLEXNAME,FIREYEAR,UNIQFIREID,SOFIRENUM,LOCALFIRENUM,REPORTINGUNIT,DISCOVERYDATETIME,SIZECLASS,TOTALACRES,STATCAUSE,COMMENTS,DATASOURCE,FIREOUTDATETIME,OWNERAGENCY,UNITIDOWNER,PROTECTIONAGENCY,UNITIDPROTECT,LATDD83,LONGDD83,FIRETYPECATEGORY,POINTTYPE,PERIMEXISTS,FIRESTATQC,DBSOURCEID,DBSOURCEDATE
88413,-107.6355556,33.88972222,329496350,{F0A9F8ED-D709-41E6-958D-FC1847CEDB5C},,6797645,2018/03/09 08:38:38+00,Taylor canyon,,2017,2017-NMCIF-000252,50,252,303,2017/07/06 17:00:00+00,F,4578,1 - Lightning,Taylor Canyon reported by Withington Lookout.  IC4-Buzzell (BRF Engine 4) to IC3 (t) Brent Davidson.  Fire managed for multiple resource objectives. Back to IC4 T. Lopex.  Fire contained @ 0800 7/24/2017.  Fire out 9/28/2017 @ 1200 noon.,23,2017/09/28 13:00:00+00,USFS,NMCIF,USFS,NMCIF,33.88972,-107.63556,WF,Ignition, ,Yes,303,2020/09/11 04:14:26+00
88437,-107.4058333,33.61,329496374,{129AA856-0BB5-4ED5-9790-E067C1A0D2DB},40eea9b4-4cad-4cba-b3eb-3cada7469a99,6946023,2020/03/02 00:00:00+00,Roberts,,2019,2019-NMCIF-000143,30,4,303,2019/07/13 14:00:00+00,G,5020,1 - Lightning,"IC-S.Staples; IC-J.Rupp; IC(t) M.Primmer. Lightning start 7/13/19 Apache Kid Wilderness. Moderate runs align with ridge tops, backing, creeping down ridge lines.  Minimal rain on fire perimeter. Fire called out  Sept.16, 2019 at 12:00 noon.",23,2019/09/16 13:00:00+00,USFS,NMCIF,USFS,NMCIF,33.61,-107.40583,WF,Ignition,Y,Yes,303,2020/09/11 04:14:26+00
88816,-107.425,33.78777778,329496753,{6C2E3B04-1C01-4617-BDD7-B7403D9B0578},,6712886,2017/01/11 13:34:57+00,North Fire,,2016,2016-NMCIF-000232,29,232,303,2016/05/21 17:00:00+00,G,42102,1 - Lightning,"North Fire managed for multiple resource benefits- IC Mike Smith; (t) Manuel Martinez; IC Scott Schrenck; (t) Ken Watkins; IC Mike Smith;(t) James Casaus; Steven Van Kirk (t) Benny Mendoza.  North Fire began on May 21, 2016 as a wildfire.",23,2016/08/19 17:00:00+00,USFS,NMCIF,USFS,NMCIF,33.78778,-107.425,WF,Ignition, , ,303,2020/09/11 04:14:28+00
89083,-108.1272222,35.24333333,329497020,{03768AA7-CD81-4FD4-88D5-6E0642CE046F},3f34bb19-50e0-4146-8316-7ef39615726b,6918462,2019/03/25 14:00:17+00,Blue water,,2018,2018-NMCIF-000108,13,5,303,2018/04/12 19:07:00+00,G,34733,4 - Campfire,,23,2018/07/13 10:00:00+00,USFS,NMCIF,USFS,NMCIF,35.24333,-108.12722,WF,Ignition,Y,Yes,303,2020/09/11 04:14:30+00
89086,-103.1269444,36.55416667,329497023,{4A6104B7-DE5A-4611-AC7F-141297EB3B17},dc70b15b-eb0f-404d-91c9-e955a6aa43de,6951916,2020/03/02 00:00:00+00,K49,,2019,2019-NMCIF-000204,47,3,303,2019/08/05 12:57:00+00,F,2272,2 - Equipment Use,"IC5 @ IA=Tavaris Evans, Extended=Carson E661",23,2019/08/14 11:00:00+00,USFS,NMCIF,USFS,NMCIF,36.55417,-103.12694,WF,Ignition,Y,Yes,303,2020/09/11 04:14:30+00
89105,-99.60371249,35.50260746,329497042,{D4C8BB80-DF5B-4BDF-AE55-53E30D32C981},,1494378,1999/11/30 00:00:00+00,Berlin,,2011,2011-NMCIF-000036,,36,303,2011/06/19 00:00:00+00,E,618,9 - Miscellaneous,,23,,USF,,,,35.50261,-99.60371,WF, , , ,303,2020/09/11 04:14:30+00
89135,-106.3747222,34.81111111,329497072,{9732AD25-E324-47B8-A494-922C96383EFB},,6754479,2017/01/11 13:34:57+00,Doghead,,2016,2016-NMCIF-000277,42,277,303,2016/06/14 11:00:00+00,G,17912,2 - Equipment Use,(ICT4: Adrian Padilla) (ICT3:Ryan Romero) (ICT2:Richard Nieto) (ICT1:Bea Day),23,2016/09/12 09:00:00+00,USFS,NMCIF,USFS,NMCIF,34.81111,-106.37472,WF,Ignition, , ,303,2020/09/11 04:14:30+00
89801,-111.6238,35.28639,329497738,{F6781F95-8929-4114-84B1-8863D26571DB},{322E3453-D26F-4EEF-B68F-D10CC8813644},1486167,2017/01/24 00:00:00+00,Schultz,,2010,2010-AZCOF-000069,69,,304,2010/06/20 00:00:00+00,G,15075,4 - Campfire,,2,,USFS,AZCOF,USFS,AZCOF,35.28639,-111.6238,WF,Ignition,Y,Yes,304,2020/09/11 04:14:44+00
90040,-111.8313889,35.43194444,329497977,{0AD2CC7B-389A-4F8C-9EAF-05CD5E06BE78},{BDBC1336-FFC4-4214-86ED-E96BBA383DE6},6846953,2018/03/05 00:00:00+00,Boundary,,2017,2017-AZCOF-000565,46,33,304,2017/06/01 16:02:00+00,G,17788,1 - Lightning,,23,2017/08/15 12:00:00+00,USFS,AZCOF,USFS,AZCOF,35.43194,-111.83139,WF,Ignition,Y,Yes,304,2020/09/11 04:14:46+00
90396,-111.3022222,34.49194444,329498333,{4962127F-80A6-4A74-BE53-1EA27832E02F},ED310879-D4EC-4F48-B24B-5E190EE06045,6984338,2020/03/09 00:00:00+00,Coldwater,,2019,2019-AZCOF-000299,17,2,304,2019/05/30 08:50:00+00,G,16790,1 - Lightning,FS 141G road,23,2019/09/27 14:00:00+00,USFS,AZCOF,USFS,AZCOF,34.49194,-111.30222,WF,Ignition,Y,Yes,304,2020/09/11 04:14:49+00
91231,-111.1947222,34.69527778,329499168,{E47B4C63-089F-4E30-8709-B52682B216CE},C81112AA-8447-4413-B17F-6072423C05C1,6984350,2020/03/09 00:00:00+00,Duke,,2019,2019-AZCOF-000725,70,9,304,2019/07/13 12:49:00+00,F,1008,1 - Lightning,Historic Cabin,23,2019/09/09 16:20:00+00,USFS,AZCOF,USFS,AZCOF,34.69528,-111.19472,WF,Ignition,Y,Yes,304,2020/09/11 04:14:55+00
91232,-111.2711111,34.6325,329499169,{4C32B5BD-DDC5-4002-9543-764B340A3C2F},DE4BC1E8-65C7-402F-89CE-5A68C8C2CDF0,6984393,2020/03/09 00:00:00+00,Eden,,2019,2019-AZCOF-001136,138,27,304,2019/08/29 14:46:00+00,F,2800,1 - Lightning,FS 9746D road,23,2019/11/06 13:00:00+00,USFS,AZCOF,USFS,AZCOF,34.6325,-111.27111,WF,Ignition,Y,Yes,304,2020/09/11 04:14:55+00
91360,-111.2261,34.48833,329499297,{10ED87DF-31B8-4DE0-A05D-EE078E7F359D},{47DE0C51-1A33-41B6-AFD7-C6D8EA61DC2E},1527917,2017/01/24 00:00:00+00,General,,2014,2014-AZCOF-000059,59,,304,2014/07/05 00:00:00+00,F,2086,1 - Lightning,,23,,USFS,AZCOF,USFS,AZCOF,34.48833,-111.2261,WF,Ignition,Y,Yes,304,2020/09/11 04:14:56+00
91362,-111.7877,35.43806,329499299,{9DCBBBAF-EB28-4193-BF79-B27E38FDC069},{53460A9E-712E-4C40-AC87-83CAC06E5C50},1528008,2017/01/24 00:00:00+00,Kendrick,,2014,2014-AZCOF-000154,154,,304,2014/11/22 00:00:00+00,E,509,9 - Miscellaneous,,23,,USFS,AZCOF,USFS,AZCOF,35.43806,-111.7877,WF,Ignition,Y,Yes,304,2020/09/11 04:14:56+00
91364,-111.2102668,34.53277247,329499301,{54C36EEB-CBBA-4726-AD79-8650DAE2FF50},{AD23394C-3222-4EC0-BDFF-8764C69DC076},6363624,2017/01/24 00:00:00+00,General,,2015,2015-AZCOF-000121,121,,304,2015/07/31 00:00:00+00,F,2690,1 - Lightning,,23,,USFS,AZCOF,USFS,AZCOF,34.53277,-111.21027,WF,Ignition,Y,Yes,304,2020/09/11 04:14:56+00
91945,-111.2466667,34.49722222,329499882,{FDFFBAE6-290C-4818-B0C7-3A8DA129B655},{7602D25F-C0A8-487B-9ED0-F81F26D699C9},6763791,2017/01/18 14:20:59+00,Crackerbox,,2016,2016-AZCOF-001289,127,27,304,2016/07/20 10:00:00+00,F,1000,1 - Lightning,,23,2016/09/20 18:00:00+00,USFS,AZCOF,USFS,AZCOF,34.49722,-111.24667,WF,Ignition,Y,Yes,304,2020/09/11 04:14:59+00
92292,-111.5011,35.40083,329500229,{52804851-A03C-4C77-A1C8-3C46DBB998C9},{5CE4BA5A-C501-4671-B6D8-5DBDAC1F82F6},1502014,2017/01/24 00:00:00+00,Fly,,2011,2011-AZCOF-000164,164,,304,2011/08/19 00:00:00+00,E,896,1 - Lightning, ,23,,USFS,AZCOF,USFS,AZCOF,35.40083,-111.5011,WF,Ignition,Y,Yes,304,2020/09/11 04:15:02+00
92353,-111.3972222,34.74444444,329500290,{E300FA77-DBC0-40B5-9A02-38E66AD884CF},{3DC7F5B4-FC1B-4EF5-BDB1-03DC35AE4681},6764004,2017/01/18 14:20:59+00,Jack,,2016,2016-AZCOF-000436,57,9,304,2016/05/29 09:00:00+00,G,33850,1 - Lightning,"Stoner (IC). Josh Nuttal (IC), Impagliazzo (Trainee). Jake Nuttal (IC), McElfresh (Trainee)",23,2016/07/21 10:00:00+00,USFS,AZCOF,USFS,AZCOF,34.74444,-111.39722,WF,Ignition,Y,Yes,304,2020/09/11 04:15:03+00
92707,-111.1302,34.71778,329500644,{E84A8B6A-6C6E-466C-8DA4-6AB1250460AC},{9E77FE01-E905-4044-AF8E-A0A25B39AB37},1507601,2017/01/24 00:00:00+00,Canyon,,2012,2012-AZCOF-000046,46,,304,2012/06/29 00:00:00+00,G,8716,1 - Lightning,,23,,USFS,AZCOF,USFS,AZCOF,34.71778,-111.1302,WF,Ignition,Y,Yes,304,2020/09/11 04:15:05+00
92826,-111.8776111,34.94783333,329500763,{04B257BA-5958-4014-AC6F-ADD7605CE1A4},57B93E5D-351A-4037-8B01-E7227A21C953,6917540,2019/03/22 00:00:00+00,Platypus,,2018,2018-AZCOF-001336,182,108,304,2018/07/29 08:26:00+00,F,4889,1 - Lightning,,23,2018/12/18 13:00:00+00,USFS,AZCOF,USFS,AZCOF,34.94783,-111.87761,WF,Ignition,Y,Yes,304,2020/09/11 04:15:05+00
93964,-111.4545972,34.59859722,329501901,{FE1E5ED9-0100-4EC7-B095-3708BB2C66EB},{0A1896D2-6936-42ED-8474-0F51C0BB747B},6831398,2018/03/05 00:00:00+00,Snake Ridge,,2017,2017-AZCOF-000366,24,1,304,2017/05/19 17:02:00+00,G,15333,1 - Lightning,"McElfresh IC (t), Thumm (IC)",23,2017/08/11 14:24:00+00,USFS,AZCOF,USFS,AZCOF,34.5986,-111.4546,WF,Ignition,Y,Yes,304,2020/09/11 04:15:14+00
94208,-111.4027778,34.48833333,329502145,{C43EEAF3-D748-4453-8094-90C8B18FE931},{C76A0157-2C72-4F58-A131-AA532967C4E8},6764031,2017/01/18 14:20:59+00,Pivot Rock,,2016,2016-AZCOF-000363,51,6,304,2016/05/19 13:00:00+00,G,5900,1 - Lightning,"Van Kirk (IC), Nordquist (Trainee).  Jake Nuttal (IC), Van Kirk (Trainee)",23,2016/07/17 10:00:00+00,USFS,AZCOF,USFS,AZCOF,34.48833,-111.40278,WF,Ignition,Y,Yes,304,2020/09/11 04:15:17+00
94212,-111.2058333,34.46388889,329502149,{FF363EFF-90E6-48B1-A4BA-9EB37468C5E7},{904D9E7E-409A-4738-9DB7-3AA9628950E7},6763958,2017/01/18 14:20:59+00,Pinchot,,2016,2016-AZCOF-001719,225,56,304,2016/08/29 14:00:00+00,F,3860,1 - Lightning,Moe (IC),23,2016/11/29 16:00:00+00,USFS,AZCOF,USFS,AZCOF,34.46389,-111.20583,WF,Ignition,Y,Yes,304,2020/09/11 04:15:17+00
95688,-111.4822,34.46806,329503625,{755927B9-8CAF-40A7-BA8B-4C103C2FCCCE},{DBB2737D-B867-4601-B93A-DCE754AE5C0E},1502407,2017/01/24 00:00:00+00,Sandrock,,2011,2011-AZCOF-000121,121,,304,2011/07/21 00:00:00+00,F,4600,1 - Lightning, ,23,,USFS,AZCOF,USFS,AZCOF,34.46806,-111.4822,WF,Ignition,Y,Yes,304,2020/09/11 04:15:25+00
96278,-111.0613,34.75556,329504215,{15402F6B-41F5-45D9-8627-323477FA4543},{FE16590F-7E06-4AFA-9D34-B89E2D11FB4E},1527195,2017/01/24 00:00:00+00,Jack,,2014,2014-AZCOF-000038,38,,304,2014/06/14 00:00:00+00,F,1174,9 - Miscellaneous,,23,,USFS,AZCOF,USFS,AZCOF,34.75556,-111.0613,WF,Ignition,Y,Yes,304,2020/09/11 04:15:28+00
96280,-111.7202,34.98722,329504217,{64326D37-8A2A-4B6E-98D3-241387727118},{D6355DA3-75AA-403C-ADFA-D4BE33C4AD80},1526350,2017/01/24 00:00:00+00,Willard,,2014,2014-AZCOF-000079,79,,304,2014/07/11 00:00:00+00,F,2013,1 - Lightning,,23,,USFS,AZCOF,USFS,AZCOF,34.98722,-111.7202,WF,Ignition,Y,Yes,304,2020/09/11 04:15:28+00
96377,-111.2797222,34.62944444,329504314,{4AEA1AF6-17C2-4DE7-969C-8A2B1838F2E6},{9CF2CEEF-7527-4C5F-857D-5CADE51A60DD},6763758,2017/01/18 14:20:59+00,Eden,,2016,2016-AZCOF-001433,179,50,304,2016/07/27 19:00:00+00,F,1175,1 - Lightning,,23,2016/09/09 15:00:00+00,USFS,AZCOF,USFS,AZCOF,34.62944,-111.27972,WF,Ignition,Y,Yes,304,2020/09/11 04:15:28+00
96534,-111.4597,34.54944,329504471,{DDA3DD8C-E308-49F5-BF47-93ECCE81E709},{02DFB063-BB37-43AB-B46B-4F575C6FDF3C},1519719,2017/01/24 00:00:00+00,Egypt,,2013,2013-AZCOF-000126,126,,304,2013/07/15 00:00:00+00,E,501,1 - Lightning,,23,,USFS,AZCOF,USFS,AZCOF,34.54944,-111.4597,WF,Ignition,Y,Yes,304,2020/09/11 04:15:29+00
97278,-111.9013889,35.01027778,329505215,{1D561D66-85BE-48B4-AB53-EBCFCADB4C2B},6B0F318F-9B01-47C5-A85D-2D0A6B8A68ED,6986476,2020/03/09 00:00:00+00,Saber,,2019,2019-AZCOF-000931,111,62,304,2019/08/02 18:40:00+00,F,3283,1 - Lightning,487 AOR; removed ALL CAPS format in name,23,2019/10/17 09:40:00+00,USFS,AZCOF,USFS,AZCOF,35.01028,-111.90139,WF,Ignition,Y,Yes,304,2020/09/11 04:15:33+00
97286,-111.52765,35.02331667,329505223,{A57A3AEE-3203-482D-80B5-5F28D809776C},6B389156-379F-4382-BBC4-F46424CC5207,6981106,2020/03/09 00:00:00+00,Newman,,2019,2019-AZCOF-000703,65,40,304,2019/07/11 16:35:00+00,F,4907,1 - Lightning,484 AOR; removed ALL CAPS format in name,23,2019/10/01 14:30:00+00,USFS,AZCOF,USFS,AZCOF,35.02332,-111.52765,WF,Ignition,Y,No,304,2020/09/11 04:15:33+00
97480,-111.7547,34.95167,329505417,{B9415443-7483-4BB1-936C-EA558F2E9D45},{542C080F-86CF-459C-AF53-25B19B375D12},1528033,2017/01/24 00:00:00+00,Slide,,2014,2014-AZCOF-000030,30,,304,2014/05/20 00:00:00+00,G,21733,9 - Miscellaneous,,23,,USFS,AZCOF,USFS,AZCOF,34.95167,-111.7547,WF,Ignition,Y,Yes,304,2020/09/11 04:15:34+00
97835,-111.4877668,34.4913836,329505772,{1A4CC8C7-C3BF-4CFA-B1DF-70EF33A42A15},{C3EB1877-4188-41D2-9C02-90D72F3991DA},6363371,2017/01/24 00:00:00+00,Horse Tank,,2015,2015-AZCOF-000026,26,,304,2015/06/06 00:00:00+00,F,3599,1 - Lightning,,23,,USFS,AZCOF,USFS,AZCOF,34.49138,-111.48777,WF,Ignition,Y,Yes,304,2020/09/11 04:15:37+00
98383,-111.5294,34.85472,329506320,{4DE519FD-37F2-4B2D-99FB-96E244E55A5E},{3CC694F2-9DAB-4D2F-AB65-3FAB541A291B},1526901,2017/01/24 00:00:00+00,Bar-M,,2014,2014-AZCOF-000066,66,,304,2014/07/05 00:00:00+00,G,6537,1 - Lightning,,23,,USFS,AZCOF,USFS,AZCOF,34.85472,-111.5294,WF,Ignition,Y,Yes,304,2020/09/11 04:15:41+00
98426,-111.1913889,34.53277778,329506363,{7ACD9C17-F709-4AE4-8B27-A7A560D9BC14},C425B28D-0DD0-4FC4-8E63-6496653E6019,6984465,2020/03/09 00:00:00+00,Hart,,2019,2019-AZCOF-000716,68,8,304,2019/07/12 16:34:00+00,F,4500,1 - Lightning, ,23,2019/10/17 15:00:00+00,USFS,AZCOF,USFS,AZCOF,34.53278,-111.19139,WF,Ignition,Y,Yes,304,2020/09/11 04:15:41+00
98889,-111.3930446,34.9155502,329506826,{B739DE83-81D2-44B8-8005-42EED3AB0DC3},{063BA20C-C218-4364-A1BD-45F28E49F7A3},6359194,2017/01/24 00:00:00+00,Camillo,,2015,2015-AZCOF-000033,33,,304,2015/06/14 00:00:00+00,G,23885,1 - Lightning,,23,,USFS,AZCOF,USFS,AZCOF,34.91555,-111.39304,WF,Ignition,Y,Yes,304,2020/09/11 04:15:44+00
99506,-111.2489644,34.62719634,329507443,{28E0D8F4-042D-46E2-B79F-895ED60DAF85},{235300D0-AE60-4F51-A78C-E569512C7139},6749693,2017/01/18 14:20:59+00,Thunderstruck,,2016,2016-AZCOF-001429,177,49,304,2016/07/27 13:00:00+00,E,528,1 - Lightning,Tom Stevens IA IC,23,2016/09/09 15:00:00+00,USFS,AZCOF,USFS,AZCOF,34.62861,-111.26111,WF,General,Y,No,304,2020/09/11 04:15:46+00
99687,-111.6430556,35.25777778,329507624,{E99BB3B1-F026-419B-9861-515D0E90F181},90BB515D-E8EB-489D-9FBB-AA8F2C9D9DBD,6989109,2020/03/09 00:00:00+00,Museum,,2019,2019-AZCOF-000788,78,50,304,2019/07/21 14:53:00+00,F,1961,2 - Equipment Use,"1 miles north of Flagstaff, AZ",23,2019/12/03 10:00:00+00,USFS,AZCOF,USFS,AZCOF,35.25778,-111.64306,WF,Ignition,Y,Yes,304,2020/09/11 04:15:47+00
100140,-111.2797,34.48083,329508077,{45583FDF-1431-4511-B3A4-49B103CE5DDF},{28C945E2-025B-43F3-912C-933763C453C4},1499152,2017/01/24 00:00:00+00,Scout,,2011,2011-AZCOF-000120,120,,304,2011/07/21 00:00:00+00,E,775,1 - Lightning, ,23,,USFS,AZCOF,USFS,AZCOF,34.48083,-111.2797,WF,Ignition,Y,Yes,304,2020/09/11 04:15:50+00
100153,-111.4,34.54194,329508090,{D26BDBFB-0EA6-40C1-85B6-A8C7A7AFF57F},{31E42D32-BD42-41E4-AA8E-8FFED814C217},1528058,2017/01/24 00:00:00+00,Pothole,,2014,2014-AZCOF-000071,71,,304,2014/07/08 00:00:00+00,F,2162,1 - Lightning,,23,,USFS,AZCOF,USFS,AZCOF,34.54194,-111.4,WF,Ignition,Y,Yes,304,2020/09/11 04:15:50+00
100419,-111.4075,35.30888889,329508356,{D69FF81C-1CCB-46B4-BB80-2BF9487C2F68},F0BE65C5-18CF-47E0-92CE-7CC5873B5E01,6982255,2020/03/09 00:00:00+00,Maroon,,2019,2019-AZCOF-000198,14,11,304,2019/05/16 17:45:00+00,G,8602,1 - Lightning,13 Miles NE of Flagstaff,23,2019/10/07 19:00:00+00,USFS,AZCOF,USFS,AZCOF,35.30889,-111.4075,WF,Ignition,Y,Yes,304,2020/09/11 04:15:51+00
100676,-111.8833222,35.00638355,329508613,{4CEA9A02-766F-41D4-A1D6-4A1654B9C163},{7211048D-AC43-470E-809F-2A83854E1D43},6356929,2017/01/24 00:00:00+00,Echo,,2015,2015-AZCOF-000111,111,,304,2015/07/17 00:00:00+00,F,2000,1 - Lightning,,23,,USFS,AZCOF,USFS,AZCOF,35.00638,-111.88332,WF,Ignition,Y,Yes,304,2020/09/11 04:15:52+00
100732,-111.1596972,34.55693056,329508669,{B7E4EBF0-1DF9-4D9C-9845-30274E7D8AD9},57C118E8-2E37-4A61-8B95-1E4412C53849,6900961,2019/03/22 00:00:00+00,Tinder,,2018,2018-AZCOF-000285,34,3,304,2018/04/27 13:43:00+00,G,15738,4 - Campfire,,23,2018/09/06 11:00:00+00,USFS,AZCOF,USFS,AZCOF,34.55693,-111.1597,WF,Ignition,Y,Yes,304,2020/09/11 04:15:52+00
100950,-111.243,34.54444,329508887,{5EE6CB69-7657-431C-B428-8EDC307ECB4A},{4FA8EB94-75B1-419F-B824-FD115B9ADFBA},1492723,2017/01/24 00:00:00+00,Bravo,,2010,2010-AZCOF-000177,177,,304,2010/08/21 00:00:00+00,F,3254,1 - Lightning,,2,,USFS,AZCOF,USFS,AZCOF,34.54444,-111.243,WF,Ignition,Y,Yes,304,2020/09/11 04:15:54+00
100953,-111.8267948,35.17514959,329508890,{B80452A9-F956-4534-8AB9-AA378812D60F},{BE758886-5FD0-46C7-89D6-8E1ACFF5DF20},1495402,2017/01/24 00:00:00+00,Engineer,,2011,2011-AZCOF-000041,41,,304,2011/06/02 00:00:00+00,E,601,9 - Miscellaneous, ,23,,USFS,AZCOF,USFS,AZCOF,35.17515,-111.82679,WF,Ignition,Y,Yes,304,2020/09/11 04:15:54+00
101384,-111.7529,35.46355,329509321,{B1BC158A-2257-4BF3-8952-215469EB535D},8E43188F-BE2D-449A-8650-228E8D0D7559,6904187,2019/03/22 00:00:00+00,Seep,,2018,2018-AZCOF-001188,130,71,304,2018/07/17 19:16:00+00,F,4400,1 - Lightning,,23,2018/09/09 14:00:00+00,USFS,AZCOF,USFS,AZCOF,35.46355,-111.7529,WF,Ignition,Y,Yes,304,2020/09/11 04:15:56+00
101799,-111.6758333,35.04638889,329509736,{B4162247-1C7F-4402-9353-9BE334865429},{CA6D84D3-11CD-4EC8-9D19-F072D27104F7},6741855,2017/01/18 14:20:59+00,Cowboy,,2016,2016-AZCOF-000357,48,29,304,2016/05/17 17:00:00+00,F,2170,1 - Lightning,,23,2016/07/30 10:00:00+00,USFS,AZCOF,USFS,AZCOF,35.04639,-111.67583,WF,Ignition,Y,Yes,304,2020/09/11 04:15:58+00
103577,-111.2303,34.44644167,329511514,{09A5E210-CE72-416A-A616-6F228F04C7E6},{EA6CC1FC-28D9-4058-9441-B1C9F02CE22B},6846868,2018/03/05 00:00:00+00,Bear,,2017,2017-AZCOF-000555,41,5,304,2017/06/01 10:57:00+00,F,2050,1 - Lightning,,23,2017/10/18 14:55:00+00,USFS,AZCOF,USFS,AZCOF,34.44644,-111.2303,WF,Ignition,Y,Yes,304,2020/09/11 04:16:08+00
104544,-111.2901,34.47121667,329512481,{EB4B27BE-6210-4485-8714-C084BD4BDABB},6EB5226B-FECD-48C7-9EDE-345944A95AEC,6912011,2019/03/22 00:00:00+00,Deer,,2018,2018-AZCOF-001122,105,33,304,2018/07/13 09:00:00+00,E,800,1 - Lightning,,23,2018/09/25 09:00:00+00,USFS,AZCOF,USFS,AZCOF,34.47122,-111.2901,WF,Ignition,Y,Yes,304,2020/09/11 04:16:15+00
104563,-111.4916,34.73083,329512500,{9A178F51-870F-4B2E-A9DB-2CBF11A86F7C},{464D0440-E5DB-4825-A64A-C14EF68E63A4},1502071,2017/01/24 00:00:00+00,Rocky,,2011,2011-AZCOF-000110,110,,304,2011/07/18 00:00:00+00,F,4990,1 - Lightning, ,23,,USFS,AZCOF,USFS,AZCOF,34.73083,-111.4916,WF,Ignition,Y,Yes,304,2020/09/11 04:16:15+00
104904,-111.5358333,34.94722222,329512841,{FD2CACED-D257-40FE-A835-AF2AC01E6D2C},{EC9978F9-3A53-4039-8B95-8E55A918386E},6741409,2017/01/18 14:20:59+00,Mormon,,2016,2016-AZCOF-000331,44,27,304,2016/05/15 15:30:00+00,G,7500,1 - Lightning,,23,2016/07/30 10:00:00+00,USFS,AZCOF,USFS,AZCOF,34.94722,-111.53583,WF,Ignition,Y,Yes,304,2020/09/11 04:16:17+00
105011,-111.84,35.04416667,329512948,{BEB66AEB-B9EE-49A7-9632-C364B769A562},A9F65828-0E04-47AF-944A-E9DC9DD9E984,6991252,2020/03/09 00:00:00+00,Whiskey,,2019,2019-AZCOF-001199,150,85,304,2019/09/02 21:24:00+00,G,5925,1 - Lightning,South of Casner Cabin Draw and,23,2019/11/12 10:30:00+00,USFS,AZCOF,USFS,AZCOF,35.04417,-111.84,WF,Ignition,Y,Yes,304,2020/09/11 04:16:19+00
105449,-111.8591111,34.97088889,329513386,{21DC1210-D985-4E6B-9082-4FC5C4DEFA9D},A467501C-C3A8-4156-922E-CD858E907EDA,6917094,2019/03/22 00:00:00+00,Rhino,,2018,2018-AZCOF-001338,184,109,304,2018/07/29 10:55:00+00,E,897,1 - Lightning,,23,2018/10/31 12:00:00+00,USFS,AZCOF,USFS,AZCOF,34.97089,-111.85911,WF,Ignition,Y,Yes,304,2020/09/11 04:16:21+00
105858,-111.1255446,34.52805024,329513795,{3318DCB9-2C73-431E-9BAC-281A0A672111},{5E8F7C5D-B0D4-4D64-9DDB-8415D2CD8DD6},6362411,2017/01/24 00:00:00+00,Rebel,,2015,2015-AZCOF-000048,48,,304,2015/06/28 00:00:00+00,F,2467,1 - Lightning,,23,,USFS,AZCOF,USFS,AZCOF,34.52805,-111.12554,WF,Ignition,Y,Yes,304,2020/09/11 04:16:25+00
106749,-111.5985028,34.86357222,329514686,{45DE6C71-F715-452F-B807-4F9EEE626DA7},3CD69EFB-88B6-41AC-8B94-B541DBF34CF7,6902740,2019/03/22 00:00:00+00,Bristow,,2018,2018-AZCOF-001237,151,89,304,2018/07/20 19:00:00+00,F,2812,1 - Lightning,,23,2018/09/10 11:00:00+00,USFS,AZCOF,USFS,AZCOF,34.86357,-111.5985,WF,Ignition,Y,Yes,304,2020/09/11 04:16:32+00
106815,-111.6222222,35.02777778,329514752,{E8436CF8-D71F-49BB-8A52-08050F71552C},{39EEF46F-0AFF-4C74-B8EB-35C933BCF055},6764451,2017/01/18 14:20:59+00,Spur,,2016,2016-AZCOF-001998,265,169,304,2016/11/01 19:00:00+00,E,595,1 - Lightning,,23,2016/12/06 08:00:00+00,USFS,AZCOF,USFS,AZCOF,35.02778,-111.62222,WF,Ignition,Y,Yes,304,2020/09/11 04:16:32+00
107110,-111.5866,35.34583,329515047,{FB12B9DB-B309-4470-B3AF-5770A60B4C5D},{704B8ECF-AFEA-43BD-99C4-752163ED194D},1488112,2017/01/24 00:00:00+00,89 Mesa,,2010,2010-AZCOF-000015,15,,304,2010/05/06 00:00:00+00,E,523,2 - Equipment Use,,2,,USFS,AZCOF,USFS,AZCOF,35.34583,-111.5866,WF,Ignition,Y,Yes,304,2020/09/11 04:16:35+00
107287,-111.5202,34.80444,329515224,{DD2C6D6C-0A7E-416D-A1F2-1B0947CE90BF},{103B2BB8-23AB-4874-AC3E-9205F7363B13},1492172,2017/01/24 00:00:00+00,Weir,,2010,2010-AZCOF-000164,164,,304,2010/08/16 00:00:00+00,F,1600,1 - Lightning,,2,,USFS,AZCOF,USFS,AZCOF,34.80444,-111.5202,WF,Ignition,Y,Yes,304,2020/09/11 04:16:36+00
107860,-111.6591556,34.86971689,329515797,{CBC0F45D-5A7A-4888-86F4-1B014790D4A9},{337B0D67-8EAA-4237-97B7-F59355740EC3},6365379,2017/01/24 00:00:00+00,Fox,,2015,2015-AZCOF-000074,74,,304,2015/07/02 00:00:00+00,F,1080,1 - Lightning,,23,,USFS,AZCOF,USFS,AZCOF,34.86972,-111.65916,WF,Ignition,Y,Yes,304,2020/09/11 04:16:40+00
