,X,Y,OBJECTID,GLOBALID,FIREOCCURID,CN,REVDATE,FIRENAME,COMPLEXNAME,FIREYEAR,UNIQFIREID,SOFIRENUM,LOCALFIRENUM,REPORTINGUNIT,DISCOVERYDATETIME,SIZECLASS,TOTALACRES,STATCAUSE,COMMENTS,DATASOURCE,FIREOUTDATETIME,OWNERAGENCY,UNITIDOWNER,PROTECTIONAGENCY,UNITIDPROTECT,LATDD83,LONGDD83,FIRETYPECATEGORY,POINTTYPE,PERIMEXISTS,FIRESTATQC,DBSOURCEID,DBSOURCEDATE
211256,-117.05951,39.34376,329619193,{0609BE9F-1EF8-44FA-B483-1F68D1808AE2},,,1999/11/30 00:00:00+00,Tar Creek,,2017,2017-NVHTF-020123,70,,417,2017/07/04 16:05:00+00,E,929.31,9 - Miscellaneous,Cause still under investigation at this time., ,2017/07/22 20:00:00+00,USFS,NVHTF,USFS,NVHTF,39.34376,-117.05951, , , , ,417,2020/09/11 04:30:08+00
211417,-115.7361111,41.97138889,329619354,{DB34807D-1040-4AE0-A4E9-0B1B7122B253},,,1999/11/30 00:00:00+00,MUSTANG,,2012,,129,101326,417,2012/08/10 19:04:00+00,G,19324.22,1 - Lightning,NV-EKD-101326.  Boise district BLM resources responded to this incident initially.  The two structures were historic ranch houses.  One corral was also destroyed.  This fire became part of the Bull Run Complex., ,2012/08/26 20:00:00+00,BLM,,BLM,,41.97139,-115.73611, , , , ,417,2020/09/11 04:30:09+00
211492,-119.7521389,38.5979444,329619429,{975178D5-0A6C-44C6-94B3-6495F6D27034},,,1999/11/30 00:00:00+00,Washington,,2015,2015-NVHTF-030251,88,453,417,2015/06/19 20:00:00+00,G,17790,1 - Lightning,"Whalen intitial IC, transitioned to Moore/Geissinger (t) at 1430. Crew members from 416, 417, 3 Bridgeport Helitack, Eagle Valley IA Module, H-8PT, H-403. 5 acres at time of escape. Eventually grew to 17,790 acres with type 2 IMT assigned.", ,2015/11/04 20:00:00+00,USFS,NVHTF,USFS,,38.59794,-119.75214, , , , ,417,2020/09/11 04:30:10+00
211787,-118.85,38.26305556,329619724,{715FD7B2-4878-4D53-B186-403FBF781E70},,,1999/11/30 00:00:00+00,SPRING PEAK,,2013,,106,531,417,2013/08/18 12:51:00+00,G,14230,1 - Lightning,"Fire reported on 8/18/2013, Ryan Stone ICT4, Stacy Saucedo ICT3 transitioned to Sierra Front Team (Brown) 8/19/2013.", ,2013/09/26 20:00:00+00,USFS,,USFS,,38.26306,-118.85, , , , ,417,2020/09/11 04:30:11+00
212155,-114.8419444,39.29972222,329620092,{44839029-F026-4557-8D09-E0583CBFB4D0},,,1999/11/30 00:00:00+00,NORTH SCHELL,,2012,,125,40066,417,2012/06/17 13:30:00+00,G,12046,1 - Lightning,NV-HTF-40066   IQCS#232394      (This was the North Schell RX -which turned in to the North Schell fire), ,2012/08/15 22:00:00+00,USFS,,USFS,,39.29972,-114.84194, , , , ,417,2020/09/11 04:30:13+00
212484,-119.3616667,38.245,329620421,{BC02327A-1C5C-45A2-8F2D-E7D291883845},,,1999/11/30 00:00:00+00,BUCKEYE,,2011,,62,623,417,2011/09/25 13:40:00+00,F,1100,1 - Lightning,Other California Lands = SRA Lands, ,2011/10/18 15:00:00+00,USFS,,USFS,,38.245,-119.36167, , , , ,417,2020/09/11 04:30:15+00
212539,-120,39.4366,329620476,{49E77653-B73B-40E3-A6EC-C0BFDD3FB7AB},,,1999/11/30 00:00:00+00,Farad,,2017,2017-NVHTF-030363,31,509,417,2017/07/10 15:13:00+00,E,747,9 - Miscellaneous,Several parts of a cadilitic converter found at point of origin., ,2017/07/31 10:00:00+00,State,CAPRI,USFS,NVHTF,39.4366,-120, , , , ,417,2020/09/11 04:30:15+00
212781,-119.7125,38.55138889,329620718,{7F22CAEF-8473-4DA2-9AF6-E275391F6A66},,,1999/11/30 00:00:00+00,WOLF,,2010,,60,HTF-725,417,2010/07/25 14:00:00+00,F,1142,1 - Lightning,"Fire managed as a resource benefit fire. IA action was 2 FFRS monitoring fire. Fire grew over 200 ac. on 08/04/10. Sierra Front IMT3 (Brown)assumed command on 08/05/10. Fire contained on South, North and East flanks", ,2010/10/25 20:00:00+00,USFS,,USFS,,38.55139,-119.7125, , , , ,417,2020/09/11 04:30:16+00
212930,-117.6163889,41.5,329620867,{6AEBBD63-2206-4160-B930-F593B248AF7C},,,1999/11/30 00:00:00+00,HANSON,,2012,,142,13,417,2012/08/10 10:51:00+00,G,12469,1 - Lightning,IC-B Uhlig - district # changed from 6 to 10 per Jennifer Diamond following FS meeting 12/18/2015, ,2012/09/20 20:00:00+00,BLM,,BLM,,41.5,-117.61639, , , , ,417,2020/09/11 04:30:17+00
213227,-114.1333333,39.24805556,329621164,{E087BF9F-A5A3-498F-9C47-646EB17910CA},,,1999/11/30 00:00:00+00,HAMPTON,,2014,,108,40116,417,2014/07/16 17:47:00+00,G,12550,1 - Lightning,NV-HTF-40116    USFS# 909, ,2014/11/07 20:00:00+00,USFS,,USFS,,39.24806,-114.13333, , , , ,417,2020/09/11 04:30:19+00
213855,-117.5163889,41.60083333,329621792,{D865CFAD-C62E-4A5B-A32E-2D9316662328},,,1999/11/30 00:00:00+00,TOM BASIN,,2011,,89,388,417,2011/09/30 22:11:00+00,G,5125,1 - Lightning,, ,2011/10/19 20:00:00+00,USFS,,USFS,,41.60083,-117.51639, , , , ,417,2020/09/11 04:30:22+00
213868,-119.8505556,39.47472222,329621805,{5030848C-4ECC-41AC-A886-CE33BE8C2515},,,1999/11/30 00:00:00+00,CAUGHLIN RANCH,,2011,,86,417,417,2011/11/18 03:30:00+00,F,2100,9 - Miscellaneous,, ,2011/11/30 20:00:00+00,Private,,Private,,39.47472,-119.85056, , , , ,417,2020/09/11 04:30:22+00
213963,-115.7016667,36.20361111,329621900,{DB549E83-91DF-406A-99CB-6A1F8D70EE54},,,1999/11/30 00:00:00+00,CARPENTER 1,,2013,,130,P4HM7D,417,2013/07/01 15:12:00+00,G,27883,1 - Lightning,, ,2013/12/31 11:00:00+00,USFS,,USFS,,36.20361,-115.70167, , , , ,417,2020/09/11 04:30:23+00
214054,-117.7869444,38.87722222,329621991,{9C1DE0C3-5429-4884-A056-33F777CF3C3E},,,1999/11/30 00:00:00+00,CHESTNUT (304),,2013,,112,4,417,2013/08/18 16:21:00+00,F,4176,1 - Lightning,IC--Burrner                                    Type 2 Team Bea Day took over fire 08/20/2013 and stayed through 08/26/2013Per Flavio Gallegos--probably wont call this fire out till the snow flies., ,2013/10/15 10:00:00+00,USFS,,USFS,,38.87722,-117.78694, , , , ,417,2020/09/11 04:30:23+00
214096,-115.3997222,38.86444444,329622033,{9FCB1B37-878C-4592-AF11-34EA30D46167},,,1999/11/30 00:00:00+00,WHITE PINE,,2013,,87,40080,417,2013/07/05 10:06:00+00,F,1292,1 - Lightning,NV-HTF-40080   USFS #901, ,,USFS,,USFS,,38.86444,-115.39972, , , , ,417,2020/09/11 04:30:23+00
214400,-117.4104,41.89878,329622337,{7387D7D4-CECD-4480-9B02-6A575012D5CA},,,1999/11/30 00:00:00+00,Quinn,,2017,2017-NVHTF-020237,71,,417,2017/07/31 12:19:00+00,F,3631.42,1 - Lightning,Miscellaneous in Block 24 were 4 overhead individuals on the fire., ,2017/08/15 20:00:00+00,USFS,NVHTF,BLM,NVWID,41.89878,-117.4104, , , , ,417,2020/09/11 04:30:25+00
215013,-115.2930556,40.61166667,329622950,{F89EFD7A-C21B-424E-BD23-52260484EEE2},,,1999/11/30 00:00:00+00,LUTZ,,2012,,133,101192,417,2012/08/05 16:03:00+00,F,1015.04,1 - Lightning,"NV-HTF-101192.  NDF, Federal, and Volunteer resources responded to this incident.", ,2012/08/15 20:00:00+00,USFS,,USFS,,40.61167,-115.29306, , , , ,417,2020/09/11 04:30:29+00
215090,-115.9802778,41.84722222,329623027,{B9BCFDC6-B3BD-4B6F-B558-C763472B95B9},,,1999/11/30 00:00:00+00,HANSEN,,2012,,128,101284,417,2012/08/09 20:15:00+00,F,1008.7,1 - Lightning,NV-NNS-101284.  NDF and BLM resources responded to this incident.  this fire became part of the Bull Run Complex., ,2012/08/17 20:00:00+00,Private,,Private,,41.84722,-115.98028, , , , ,417,2020/09/11 04:30:29+00
215241,-119.8791111,39.24438889,329623178,{7B072250-8ED2-4238-933A-ECC933819472},,,1999/11/30 00:00:00+00,Little Valley,,2016,2016-NVNWS-030641,72,,417,2016/10/14 04:25:00+00,F,2291,9 - Miscellaneous,Notified of an fire in Little Valley at approximately 0500 . Responded from domicile to DO to go into service to Little Valley Fire. FS Acres (357) are within District threat zone fuels map layer- wui., ,2016/12/01 20:00:00+00,State,NVNWS,State,,39.24439,-119.87911, , , , ,417,2020/09/11 04:30:30+00
215507,-117.2105028,38.74742778,329623444,{7008AB58-55A5-4B19-BECE-9B5FCFB1028B},,,1999/11/30 00:00:00+00,Broad,,2018,2018-NVHTF-020194,28,P4L0SZ,417,2018/07/17 13:24:00+00,E,543,1 - Lightning,, ,2018/10/15 20:00:00+00,USFS,NVHTF,USFS,NVHTF,38.74743,-117.2105, , , , ,417,2020/09/11 04:30:31+00
215512,-115.5102,40.67385,329623449,{E9B533FC-6164-4596-B2A3-C8815840BAB1},,,1999/11/30 00:00:00+00,Range Two,,2018,2018-NVECFX-010400,103,100400,417,2018/09/30 10:40:00+00,G,9205.25,9 - Miscellaneous,, ,2018/11/29 14:01:00+00,County,NVECFX,County,NVECFX,40.67385,-115.5102, , , , ,417,2020/09/11 04:30:31+00
215514,-115.6458333,40.06638889,329623451,{7E609DE5-5274-4B58-8C5C-3F9E111DC65F},,,1999/11/30 00:00:00+00,Cherry,,2019,2019-NVHTF-010291,50,100291,417,2019/09/02 14:50:00+00,F,3494.14,2 - Equipment Use,, ,2019/09/16 18:01:00+00,USFS,NVHTF,USFS,NVHTF,40.06639,-115.64583, , , , ,417,2020/09/11 04:30:31+00
215516,-119.45014,38.38458,329623453,{09D85BB3-A9FC-4EBA-A888-7D2984BFB5D7},,,1999/11/30 00:00:00+00,Boot,,2018,2018-NVHTF-030600,66,622,417,2018/09/04 16:21:00+00,G,6974,2 - Equipment Use,Vehicle caused fire on the side of the hwy, ,2018/11/05 17:00:00+00,USFS,NVHTF,USFS,NVHTF,38.38458,-119.45014, , , , ,417,2020/09/11 04:30:31+00
215530,-115.5184,40.65665,329623467,{68B7696F-8C74-46FA-B51C-A5E298F6869C},,,1999/11/30 00:00:00+00,Owl Creek,,2018,2018-NVECFX-010340,94,100340,417,2018/08/30 21:53:00+00,F,1070.11,9 - Miscellaneous,, ,2018/10/05 11:05:00+00,County,NVECFX,County,NVECFX,40.65665,-115.5184, , , , ,417,2020/09/11 04:30:32+00
215548,-116.3239,41.81175,329623485,{200646E9-94A9-4F1B-92A6-FBBF04C13174},,,1999/11/30 00:00:00+00,South Sugarloaf,,2018,2018-NVECFX-010299,91,100299,417,2018/08/17 17:48:00+00,G,233458.32,1 - Lightning,, ,2018/10/10 18:05:00+00,County,NVECFX,County,NVECFX,41.81175,-116.3239, , , , ,417,2020/09/11 04:30:32+00
215571,-115.6188889,40.31194444,329623508,{E15A9F35-6A29-416D-8F01-8BAB0159E83F},,,1999/11/30 00:00:00+00,Corta,,2019,2019-NVEKD-010190,47,100190,417,2019/08/04 17:36:00+00,G,16526.2,1 - Lightning,, ,2019/09/06 14:00:00+00,BLM,NVEKD,BLM,NVEKD,40.31194,-115.61889, , , , ,417,2020/09/11 04:30:32+00
215607,-115.9663,41.30298,329623544,{39EF6202-423F-4F3D-A927-D898060133CA},,,1999/11/30 00:00:00+00,Gance,,2018,2018-NVHTF-010358,97,100358,417,2018/09/03 16:06:00+00,F,4258.17,9 - Miscellaneous,, ,2018/09/26 12:05:00+00,USFS,NVHTF,USFS,NVHTF,41.30298,-115.9663, , , , ,417,2020/09/11 04:30:32+00
215633,-115.071,40.6837,329623570,{E83E9BD5-FAC2-43C7-A2C9-38AB81BB9C22},,,1999/11/30 00:00:00+00,Echo,,2018,2018-NVEKD-010122,75,100122,417,2018/07/05 12:14:00+00,G,6089.48,9 - Miscellaneous,, ,2018/07/28 20:05:00+00,BLM,NVEKD,BLM,NVEKD,40.6837,-115.071, , , , ,417,2020/09/11 04:30:32+00
215641,-117.738167,38.961333,329623578,{BEA61BCA-9459-4731-B362-64423CBFBC9C},,,1999/11/30 00:00:00+00,Green Springs,,2019,2019-NVHTF-020248,53,,417,2019/08/07 17:12:00+00,E,732,1 - Lightning,, ,2019/08/25 20:00:00+00,USFS,NVHTF,USFS,NVHTF,38.96133,-117.73817, , , , ,417,2020/09/11 04:30:32+00
215649,-119.7975,39.13386111,329623586,{4799AC40-B70B-4AF2-A1B3-EBBDBEDAD1E1},,,1999/11/30 00:00:00+00,Voltaire,,2018,2018-NVHTF-030227,10,30227,417,2018/06/12 21:30:00+00,E,517,9 - Miscellaneous,"Unified command with BC 50 CFD, Washam IC, Clark ICT3 (T), Cause was visitor burning toilet paper", ,2018/06/21 20:00:00+00,USFS,NVHTF,USFS,NVHTF,39.13386,-119.7975, , , , ,417,2020/09/11 04:30:32+00
215679,-120.0872222,39.68138889,329623616,{802435E2-E9C7-4821-BE10-6FD531A8CB29},,,1999/11/30 00:00:00+00,EVANS, ,2014, ,59,407,417,2014/07/15 00:00:00+00,E,633,1 - Lightning,NV-HTF-30304, ,2014/08/12 00:00:00+00,Private,,USFS,,39.68139,-120.08722, , , , ,417,2020/09/11 04:30:32+00
215806,-119.8086111,39.32583333,329623743,{39242849-70D8-4E55-95C6-F7C82CD7712D},,,1999/11/30 00:00:00+00,WASHOE DRIVE, ,2012, ,3,418,417,2012/01/19 00:00:00+00,F,3177,9 - Miscellaneous,Fire started on private and burned onto the National Forest., ,2012/01/28 00:00:00+00,USFS,,USFS,,39.32583,-119.80861, , , , ,417,2020/09/11 04:30:33+00
215819,-115.6022222,40.52111111,329623756,{F468674B-CA61-4B38-BA54-4894A55F913D},,,1999/11/30 00:00:00+00,SMITH RANCH,,2013,,82,101013,417,2013/07/19 16:18:00+00,F,2777.17,1 - Lightning,"NV-NNS-101013, State Fire Number 4140138, BLM Fire Code HRK3, Residents of the unincorporated area of Smith Creek were evacuated twice.", ,2013/08/01 20:00:00+00,Private,,State,,40.52111,-115.60222, , , , ,417,2020/09/11 04:30:33+00
215970,-112.5766667,39.97194444,329623907,{0CAD9A8C-E2E0-4AEE-85CF-6E41A067EE5A},0F981CCB-A8C7-4439-82C3-EFC6BC685D6F,,2017/02/23 00:00:00+00,Black,,2014,2014-UTUWF-000567,43,,419,2014/07/23 00:00:00+00,E,672,1 - Lightning,,2,2014/08/25 00:00:00+00,USFS,UTUWF,USFS,UTUWF,39.97194,-112.57667,WF,Ignition,Y,Yes,419,2020/09/11 04:30:45+00
216002,-112.6066667,40.01777778,329623939,{C74920C3-690D-4144-A612-C80E14080FD1},FFF10884-98D8-4970-8340-9CEACA2B0B50,,2017/02/23 00:00:00+00,West Government Creek,,2016,2016-UTUWF-000771,100,,419,2016/09/02 00:00:00+00,F,4339,1 - Lightning,"Fire placed into Monitor status, next 209 9/22",2,2016/10/21 12:25:00+00,USFS,UTUWF,USFS,UTUWF,40.01778,-112.60667,WF,Ignition,Y,Yes,419,2020/09/11 04:30:45+00
216082,-111.0655556,40.70166667,329624019,{B1186879-6B34-41A0-8E39-A8AD605863AD},9D45D4E0-C1CF-4ED5-AE1A-641A561975A1,,2017/02/23 00:00:00+00,Box Canyon,,2016,2016-UTUWF-000534,67,,419,2016/07/28 00:00:00+00,F,4724,4 - Campfire,Wildland fire use module will be on scene tonight. Manage for resource Benefits.,2,2016/12/19 15:00:00+00,USFS,UTUWF,USFS,UTUWF,40.70167,-111.06556,WF,Ignition,Y,Yes,419,2020/09/11 04:30:46+00
216405,-111.5730556,41.99444444,329624342,{62D963A0-CD21-49A0-BD6E-B1014221911A},A767F88A-5F75-4DBD-80F7-62C60AFF7051,,2017/02/23 00:00:00+00,Peterson Hollow,,2016,2016-UTUWF-000694,98,,419,2016/08/21 00:00:00+00,F,1242,4 - Campfire,,2,2016/09/26 19:00:00+00,USFS,UTUWF,USFS,UTUWF,41.99444,-111.57306,WF,Ignition,Y,Yes,419,2020/09/11 04:30:48+00
217178,-110.9009,40.63116,329625115,{2DF4B2A7-A3B2-4664-A81B-47DDD90D082D},ad9a9b98-be6d-4344-9da8-6026c0b8beac,,2019/03/05 00:00:00+00,Murdock,Mirror Lake Complex,2018,2018-UTUWF-000920,65,UT-UWF-920,419,2018/08/28 00:00:00+00,G,5026,1 - Lightning,,2,2018/10/17 00:00:00+00,USFS,UTUWF,USFS,UTUWF,40.63116,-110.9009,WF,Ignition,Y,Yes,419,2020/09/11 04:30:52+00
217557,-111.3713,40.07889,329625494,{35B1D545-20A5-4EDB-9935-515A9064962C},,,2017/02/23 00:00:00+00,Red Ledges,,2012,,,,419,2012/08/19 00:00:00+00,F,2004,2 - Equipment Use,,0,2012/09/06 18:00:00+00,USFS,USFS,USFS,UTUWF,40.07889,-111.3713,WF,Ignition,Y,No,419,2020/09/11 04:30:54+00
217681,-111.3502778,40.1425,329625618,{0422E1D1-0F7D-46CB-88FA-6D0FB1555E46},552C0642-DF4F-4154-9B1C-EE810C8A7844,,2017/02/23 00:00:00+00,Sawmill,,2016,2016-UTUWF-000857,129,,419,2016/09/16 00:00:00+00,F,1460,1 - Lightning,,2,2016/11/01 11:00:00+00,USFS,UTUWF,USFS,UTUWF,40.1425,-111.35028,WF,Ignition,Y,Yes,419,2020/09/11 04:30:55+00
217682,-111.3363889,40.05055556,329625619,{3DAE73B0-2FBB-4B4F-BD97-B7B77949EC79},B4FA0B2C-8EFA-466A-AEBD-0EE51E7F654D,,2017/02/23 00:00:00+00,Jocks Canyon,,2016,2016-UTUWF-000856,128,,419,2016/09/16 00:00:00+00,F,1517,1 - Lightning,,2,2016/10/27 16:48:00+00,USFS,UTUWF,USFS,UTUWF,40.05056,-111.33639,WF,Ignition,Y,Yes,419,2020/09/11 04:30:55+00
217689,-111.6605,39.80574,329625626,{F198D7A7-EB06-47F9-9763-527B50B8C0ED},e2c9ac9d-6591-4065-865c-0b6e760a6daf,,2019/03/05 00:00:00+00,Pole Creek,,2018,2018-UTUWF-000971,69,UT-UWF-971,419,2018/09/06 00:00:00+00,G,102191,1 - Lightning,,2,2018/12/18 00:00:00+00,USFS,UTUWF,USFS,UTUWF,39.80574,-111.6605,WF,Ignition,Y,Yes,419,2020/09/11 04:30:55+00
217821,-111.1698,40.66525,329625758,{DF621DB7-E46A-4DA1-BA41-88DDB51D0B78},01b62d8c-8ce9-49dc-8aec-e329157205a0,,2019/03/05 00:00:00+00,Slate,Mirror Lake Complex,2018,2018-UTUWF-000897,64,UT-UWF-897,419,2018/08/24 00:00:00+00,E,666,1 - Lightning,,2,2018/10/17 00:00:00+00,USFS,UTUWF,USFS,UTUWF,40.66525,-111.1698,WF,Ignition,Y,Yes,419,2020/09/11 04:30:56+00
217827,-111.7431,39.87222,329625764,{97BC452E-A4C1-4988-A180-A0169CF9F4BE},f019f646-a60c-485e-9112-266f4ddbaf64,,2019/03/05 00:00:00+00,Bald Mountain,,2018,2018-UTUWF-000892,63,UT-UWF-892,419,2018/08/24 00:00:00+00,G,18620,1 - Lightning,,2,2018/12/18 00:00:00+00,USFS,UTUWF,USFS,UTUWF,39.87222,-111.7431,WF,Ignition,Y,Yes,419,2020/09/11 04:30:56+00
218389,-111.2026,40.31845,329626326,{B46D2033-CAB6-4C70-89A6-339955094FE8},7708d1af-b95a-46a2-ad2f-6461f457af8a,,2019/03/05 00:00:00+00,Willow Creek,,2018,2018-UTUWF-000217,17,UT-UWF-217,419,2018/06/06 00:00:00+00,F,1311,1 - Lightning,,2,2018/09/27 00:00:00+00,USFS,UTUWF,USFS,UTUWF,40.31845,-111.2026,WF,Ignition,Y,Yes,419,2020/09/11 04:30:59+00
218592,-111.7508333,40.46472222,329626529,{64473EEE-FFDF-4DDE-B2E4-E82DDC945063},,,2017/02/23 00:00:00+00,Quail,,2012,,98,,419,2012/07/03 00:00:00+00,F,2222,2 - Equipment Use,,0,2012/10/24 09:00:00+00,USFS,USFS,USFS,UTUWF,40.46472,-111.75083,WF,Ignition,Y,No,419,2020/09/11 04:31:01+00
221342,-111.2836111,40.01722222,329629279,{1DC4D684-32CF-4A55-B88D-D48602B9D33A},20997239-33D3-462B-A835-9DC3D03889AF,,2017/02/23 00:00:00+00,Sheep Creek,,2016,2016-UTUWF-000560,71,,419,2016/08/01 00:00:00+00,F,1061,1 - Lightning,Fire controlled,2,2016/08/21 20:00:00+00,USFS,UTUWF,USFS,UTUWF,40.01722,-111.28361,WF,Ignition,Y,Yes,419,2020/09/11 04:31:19+00
221359,-111.3157,39.99417,329629296,{39662926-256F-4C4E-8908-1A02A73BF6D8},5DF6471C-07B0-4EA0-8188-4F83B18A47F8,,2018/01/29 00:00:00+00,Tank Hollow,,2017,2017-UTUWF-000791,29,UT-UWF-791,419,2017/08/11 22:38:00+00,G,9159,1 - Lightning,,2,,USFS,UTUWF,USFS,UTUWF,39.99417,-111.3157,WF,Ignition,Y,Yes,419,2020/09/11 04:31:19+00
221401,-111.7027778,41.64916667,329629338,{57E2D1C6-6BF9-4EC2-8348-6D7399E2816C},EC61F14C-CF50-4A1C-90C9-9C9C1F724F5A,,2017/02/23 00:00:00+00,Left Hand Fork 1,,2015,2015-UTUWF-000341,24,,419,2015/07/04 00:00:00+00,A,17790,4 - Campfire,,2,2015/07/04 14:33:00+00,USFS,UTUWF,USFS,UTUWF,41.64917,-111.70278,WF,Ignition,N,Yes,419,2020/09/11 04:31:19+00
221510,-117.2766667,34.27666667,329629447,,,,2019/03/04 00:00:00+00,PILOT,,2016,2016-CABDF-010205,60,10205,512,2016/08/07 14:08:00+00,G,8110,9 - Miscellaneous,,2,2016/10/24 14:00:00+00,USFS,CABDF,USFS,,34.27667,-117.27667,WF,Ignition,N,Yes,5,2020/09/11 04:31:31+00
221587,-120.8534833,38.95931667,329629524,,,,2019/03/04 00:00:00+00,Trailhead,,2016,2016-CANEU-015200,49,15200,503,2016/06/28 15:30:00+00,G,5646,9 - Miscellaneous,,2,2016/11/08 13:00:00+00,State,CANEU,State,,38.95932,-120.85348,WF,Ignition,N,Yes,5,2020/09/11 04:31:31+00
221606,-116.6333333,32.60266667,329629543,,,,2019/03/04 00:00:00+00,Border 3,,2016,2016-CACNF-001647,25,1647,502,2016/06/19 13:20:00+00,G,7608,9 - Miscellaneous,"Fire started and stayed on SRA lands, Because of fire intensity, duration and location in FRA threat zone, declared Stat Fire. Cause still under investigation. * RES, Land, Lat Updates Still Needed.",2,2016/07/07 20:00:00+00,State,CAMVU,State,,32.60267,-116.63333,WF,Ignition,N,Yes,5,2020/09/11 04:31:31+00
221612,-117.8688,34.18821667,329629549,,,,2019/03/04 00:00:00+00,Reservoir,,2016,2016-CAANF-002417,40,2417,501,2016/06/20 13:01:00+00,F,1146,2 - Equipment Use,,2,2016/12/30 20:00:00+00,USFS,CAANF,USFS,,34.18822,-117.8688,WF,Ignition,N,Yes,5,2020/09/11 04:31:31+00
221658,-120.2852778,41.29222222,329629595,,,,2019/03/04 00:00:00+00,SOUP 2,SOUP,2016,2016-CAMDF-000906,23,906,509,2016/09/17 15:04:00+00,F,2588,7 - Arson,,2,2016/12/12 12:00:00+00,USFS,CAMDF,USFS,,41.29222,-120.28528,WF,Ignition,N,Yes,5,2020/09/11 04:31:32+00
221756,-120.0111111,38.56833333,329629693,,,,2019/03/04 00:00:00+00,MOKELUMNE,,2016,2016-CASTF-002257,27,2257,516,2016/08/19 16:58:00+00,E,655,1 - Lightning,,2,2016/10/17 18:50:00+00,USFS,CASTF,USFS,,38.56833,-120.01111,WF,Ignition,N,Yes,5,2020/09/11 04:31:32+00
221771,-119.2497222,36.93305556,329629708,,,,2019/03/04 00:00:00+00,Sacata,,2016,2016-CASNF-002370,44,2370,515,2016/10/11 15:00:00+00,F,1900,9 - Miscellaneous,,2,2016/10/31 14:00:00+00,USFS,CASNF,USFS,,36.93306,-119.24972,WF,Ignition,N,Yes,5,2020/09/11 04:31:32+00
221799,-118.9224028,37.79882778,329629736,,,,2019/03/04 00:00:00+00,CLARK,,2016,2016-CAINF-001415,23,1415,504,2016/08/04 14:00:00+00,F,2819,1 - Lightning,The Lightning caused Clark fire rekindled into the Owens River Fire on 09/17/16 both fires were not declared out until significant rain and snow. Last Patrol 11/23/16,2,2017/01/06 12:00:00+00,USFS,CAINF,USFS,,37.79883,-118.9224,WF,Ignition,N,Yes,5,2020/09/11 04:31:32+00
221839,-121.9005556,36.46083333,329629776,,,,2019/03/04 00:00:00+00,Soberanes,,2016,2016-CALPF-002427,16,2427,507,2016/07/22 11:00:00+00,G,132127,4 - Campfire,Fire started on State land and burned onto Los Padres Forest,2,2017/01/26 16:30:00+00,State,CABEU,State,,36.46083,-121.90056,WF,Ignition,N,Yes,5,2020/09/11 04:31:33+00
221849,-118.597,34.53336111,329629786,,,,2019/03/04 00:00:00+00,Lake,,2017,2017-CAANF-002273,39,2273,501,2017/06/17 15:58:00+00,E,800,9 - Miscellaneous,Cause Undetermined by LACo Fire,2,2017/06/25 20:00:00+00,State,CALAC,State,,34.53336,-118.597,WF,Ignition,N,Yes,5,2020/09/11 04:31:33+00
221886,-123.1151,41.85311,329629823,,,,2019/03/04 00:00:00+00,GAP,,2016,2016-CAKNF-007501,30,7501,505,2016/08/27 21:00:00+00,G,33011,7 - Arson,"Acres based on last infrared perimeter, which doesn't include interior unburned islands. This differs from the last 209, which includes those islands in the final acreage.",2,2016/12/15 17:00:00+00,USFS,CAKNF,USFS,CAKNF,41.85311,-123.1151,WF,Ignition,N,Yes,5,2020/09/11 04:31:33+00
221946,-118.5788889,36.09361111,329629883,,,,2019/03/04 00:00:00+00,slate,,2016,2016-CASQF-003261,48,3261,513,2016/10/04 19:00:00+00,F,1825,1 - Lightning,,2,2016/12/12 14:00:00+00,USFS,CASQF,USFS,,36.09361,-118.57889,WF,Ignition,N,Yes,5,2020/09/11 04:31:33+00
221960,-123.5576,41.62292,329629897,,,,2019/03/04 00:00:00+00,Pony,Pony fire,2016,2016-CAKNF-004500,11,4500,505,2016/06/07 00:00:00+00,F,2860,1 - Lightning,IR was flown 6/26/pm.The Dillon Fire is considered out and cold with no additional action needed. 8/30 still has heat 95% contained,2,2016/12/15 14:00:00+00,USFS,CAKNF,USFS,,41.62292,-123.5576,WF,Ignition,N,Yes,5,2020/09/11 04:31:33+00
222071,-118.5516667,35.98666667,329630008,,,,2019/03/04 00:00:00+00,Meadow,,2016,2016-CASQF-003456,56,3456,513,2016/10/29 16:00:00+00,F,4357,1 - Lightning,drop down on # 35 is no working.,2,2016/12/13 14:00:00+00,USFS,CASQF,USFS,,35.98667,-118.55167,WF,Ignition,N,Yes,5,2020/09/11 04:31:35+00
222072,-120.0538889,34.53027778,329630009,,,,2019/03/04 00:00:00+00,Sherpa,,2016,2016-CALPF-001643,7,1643,507,2016/06/15 17:31:00+00,G,7474,9 - Miscellaneous,,2,2017/01/31 14:00:00+00,Private,CAPRI,USFS,CALPF,34.53028,-120.05389,WF,Ignition,N,Yes,5,2020/09/11 04:31:35+00
222146,-118.8336111,36.95027778,329630083,,,,2019/03/04 00:00:00+00,Crown,,2016,2016-CASNF-002154,38,2154,515,2016/09/15 20:00:00+00,E,797,1 - Lightning,,2,2016/11/21 14:00:00+00,USFS,CASNF,USFS,,36.95028,-118.83361,WF,Ignition,N,Yes,5,2020/09/11 04:31:35+00
